Product Name,Launch Date(s),Product Hunt URL,Official Website,Founder Name(s),Founder Evidence Type,Contact Email(s),Founder Source Links,Email Source Links,Notes
Freebuff,2026-8-14,https://www.producthunt.com/products/freebuff-2,https://freebuff.com,Victor Cheng; James Grugett; Matthew Do,Product Hunt public launch-team/maker names; founder title not independently verified,team@freebuff.com,https://www.producthunt.com/products/freebuff-2,https://freebuff.com/web/contact,
Outcome,2026-8-14,https://www.producthunt.com/products/contentblocks,https://www.outcomeapp.ai/,Outcome Dylan Jones,Official website founder-role or founded-by evidence,,https://www.outcomeapp.ai/; https://www.producthunt.com/products/contentblocks,https://www.outcomeapp.ai/about; https://help.outcomeapp.ai/,No qualifying public business/contact email was found on the crawled official-site pages.
Gemini 3.7 Flash,2026-8-14,https://www.producthunt.com/products/gemini-3-7-flash,https://blog.google/innovation-and-ai/models-and-research/gemini-models/introducing-gemini-3-7-flash/,Google DeepMind; Demis Hassabis,Official website founder-role or founded-by evidence,press@google.com,https://blog.google/innovation-and-ai/models-and-research/gemini-models/introducing-gemini-3-7-flash/; https://www.producthunt.com/products/gemini-3-7-flash,https://blog.google/about/,Email domain differs from the Product Hunt-listed site domain; verify parent-company relationship.
Munder Difflin,2026-8-14,https://www.producthunt.com/products/munder-difflin,https://munderdiffl.in,Chaitanya,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/munder-difflin,https://munderdiffl.in,No qualifying public business/contact email was found on the crawled official-site pages.
DeepSeek Harness,2026-8-1; 2026-8-14,https://www.producthunt.com/products/deepseek,https://chat.deepseek.com/coder,Not publicly identified in the captured Product Hunt page or official-site pages,No founder name found,,https://www.producthunt.com/products/deepseek,https://chat.deepseek.com/contact; https://chat.deepseek.com/contact-us; https://chat.deepseek.com/about; https://chat.deepseek.com/about-us; https://chat.deepseek.com/team; https://chat.deepseek.com/company; https://chat.deepseek.com/support; https://chat.deepseek.com/help,Official-site crawl status: no_url No qualifying public business/contact email was found on the crawled official-site pages.
Hoplite,2026-8-14,https://www.producthunt.com/products/hoplite,https://hoplite.sh,Bence Redmond; Ryan Morrissey,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/hoplite,https://hoplite.sh,No qualifying public business/contact email was found on the crawled official-site pages.
Openmotion,2026-8-14,https://www.producthunt.com/products/openmotion,https://openmotion.design/,Usman Farooq,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/openmotion,https://openmotion.design/,No qualifying public business/contact email was found on the crawled official-site pages.
Suno Studio 2.0,2026-8-14,https://www.producthunt.com/products/suno,https://suno.com,Akiva Bamberger; Sam Watkinson; Chris Mayes-Wright,Product Hunt public launch-team/maker names; founder title not independently verified,billing@suno.com; support@suno.com,https://www.producthunt.com/products/suno,https://suno.com/about; https://suno.com/about-us; https://help.suno.com/en/articles/2551617,
Unicool,2026-8-14,https://www.producthunt.com/products/unicool,https://unicoolkido.com/,Sergei Akopian; Evgeniia Bogdanova; Eugene Litvinenko,Product Hunt public launch-team/maker names; founder title not independently verified,support@unicoolkido.com,https://www.producthunt.com/products/unicool,https://unicoolkido.com/,
NS1,2026-8-14,https://www.producthunt.com/products/ns1,https://nsmastery.com/assessment,Jonny Miller,Product Hunt public launch-team/maker names; founder title not independently verified,hello@nsmastery.com,https://www.producthunt.com/products/ns1,https://nsmastery.com/assessment,
isolate.video,2026-8-14,https://www.producthunt.com/products/isolate-video,https://isolate.video/,Vignesh Warar,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/isolate-video,https://isolate.video/about,No qualifying public business/contact email was found on the crawled official-site pages.
Muse,2026-8-14,https://www.producthunt.com/products/muse-19,https://www.theodorehq.com/muse,THEODORE HQ,Product Hunt public launch-team/maker names; founder title not independently verified,info@theodorehq.com; support@theodorehq.com,https://www.producthunt.com/products/muse-19,https://support.theodorehq.com/muse/,
min.,2026-8-14,https://www.producthunt.com/products/min-4,https://getmin.ai,Jackie Basso; Lucas Zhao; Fadi Kanaan,Product Hunt public launch-team/maker names; founder title not independently verified,hello@getmin.ai,https://www.producthunt.com/products/min-4,https://getmin.ai/contact/; https://getmin.ai/about/,
Occasio®,2026-8-14,https://www.producthunt.com/products/occasio-2,https://www.occasio.cc/,Jason Brewer; Stephen Rostanti; Camilla S Andersen,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/occasio-2,https://www.occasio.cc/discover/about-us,No qualifying public business/contact email was found on the crawled official-site pages.
Compass Calendar,2026-8-14,https://www.producthunt.com/products/compass-calendar,https://www.compasscalendar.com,Tyler Dane,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/compass-calendar,https://compasscalendar.com/contact; https://compasscalendar.com/contact-us; https://compasscalendar.com/about; https://compasscalendar.com/about-us; https://compasscalendar.com/team; https://compasscalendar.com/company; https://compasscalendar.com/support; https://compasscalendar.com/help,No qualifying public business/contact email was found on the crawled official-site pages.
Port22,2026-8-1; 2026-8-14,https://www.producthunt.com/products/port22,https://tryport22.com/,harsha chaganti,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/port22,https://tryport22.com/,No qualifying public business/contact email was found on the crawled official-site pages.
Inferock Bench,2026-8-15,https://www.producthunt.com/products/inferock-bench,https://github.com/inferock/inferock-bench,Himashwetha Gowda; Bharath Koneti; Hamza Afzal Butt,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/inferock-bench,https://support.github.com/request/landing; https://github.com/contact-us; https://github.com/about; https://github.com/about-us; https://github.com/team; https://github.com/company; https://github.com/enterprise/premium-support,No qualifying public business/contact email was found on the crawled official-site pages.
Big Mike,2026-8-15,https://www.producthunt.com/products/big-mike,https://www.bigmike.ai/,Ferhat Suat Erdoğan; Michael Hewitt,Product Hunt public launch-team/maker names; founder title not independently verified,help@bigmike.ai,https://www.producthunt.com/products/big-mike,https://www.bigmike.ai/support,
Zetik,2026-8-15,https://www.producthunt.com/products/zetik,https://www.zetik.com,Nathan,Product Hunt public launch-team/maker names; founder title not independently verified,support@zetik.com,https://www.producthunt.com/products/zetik,https://www.zetik.com,
GLM-5.3,2026-8-15,https://www.producthunt.com/products/z-ai,https://z.ai,Zixuan Li; prakash jha; Oliver Zenn,Product Hunt public launch-team/maker names; founder title not independently verified,user_feedback@z.ai,https://www.producthunt.com/products/z-ai,https://z.ai/contact; https://z.ai/company,
Agent Orchestrator,2026-8-15,https://www.producthunt.com/products/agent-orchestrator,https://aoagents.dev/,Maaz,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/agent-orchestrator,https://aoagents.dev/,No qualifying public business/contact email was found on the crawled official-site pages.
Attyn,2026-8-15,https://www.producthunt.com/products/attyn,https://www.attyn.com,Rohit C,Product Hunt public launch-team/maker names; founder title not independently verified,sales@attyn.com,https://www.producthunt.com/products/attyn,https://www.attyn.com/contact; https://www.attyn.com/about,
nenspace,2026-8-15,https://www.producthunt.com/products/nenspace,https://nenspace.com,Sam Morris,Product Hunt public launch-team/maker names; founder title not independently verified,hello@nenspace.com,https://www.producthunt.com/products/nenspace,https://nenspace.com/about,
Joy,2026-8-15,https://www.producthunt.com/products/joy-celebrate-your-wins,https://joy.jawahar.sh,Not publicly identified in the captured Product Hunt page or official-site pages,No founder name found,,https://www.producthunt.com/products/joy-celebrate-your-wins,https://joy.jawahar.sh/contact; https://joy.jawahar.sh/contact-us; https://joy.jawahar.sh/about; https://joy.jawahar.sh/about-us; https://joy.jawahar.sh/team; https://joy.jawahar.sh/company; https://joy.jawahar.sh/support; https://joy.jawahar.sh/help; https://jawahar.sh/support/?app=joy,No qualifying public business/contact email was found on the crawled official-site pages.
FileRouter,2026-8-15,https://www.producthunt.com/products/filerouter,https://filerouter.app,Brett Terpstra; Ralf Hülsmann,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/filerouter,https://filerouter.app/support/; https://filerouter.app/help/,No qualifying public business/contact email was found on the crawled official-site pages.
Chronock,2026-8-15,https://www.producthunt.com/products/chronock,https://www.chronock.ai,Takahiro Ikeuchi,Product Hunt public launch-team/maker names; founder title not independently verified,support@chronock.ai,https://www.producthunt.com/products/chronock,https://www.chronock.ai/contact; https://www.chronock.ai/company,
Clamshell,2026-8-15,https://www.producthunt.com/products/clamshell,https://clamshell.dev/visit/product-hunt,Matyas,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/clamshell,https://clamshell.dev/about,No qualifying public business/contact email was found on the crawled official-site pages.
Mermail,2026-8-15,https://www.producthunt.com/products/mermail,https://mermail.app,Nathan Ngz; Toan Nhu,Product Hunt public launch-team/maker names; founder title not independently verified,contact@mermail.app,https://www.producthunt.com/products/mermail,https://mermail.app,
Talvo,2026-8-15,https://www.producthunt.com/products/talvo-2,https://talvo.eu,Philippe Maes,Product Hunt public launch-team/maker names; founder title not independently verified,info@gettalvo.com,https://www.producthunt.com/products/talvo-2,https://talvo.eu,Email domain differs from the Product Hunt-listed site domain; verify parent-company relationship.
Nick Launches,2026-8-15,https://www.producthunt.com/products/nick-launches-2,https://nicklaunches.com/,Nick Launches,Product Hunt public launch-team/maker names; founder title not independently verified,support@nicklaunches.com,https://www.producthunt.com/products/nick-launches-2,https://nicklaunches.com/about/,
Supercut - AI Video Editor,2026-8-15,https://www.producthunt.com/products/supercut-ai-video-editor,https://supercut.cc,Harsh Manwani,Product Hunt public launch-team/maker names; founder title not independently verified,support@supercut.cc,https://www.producthunt.com/products/supercut-ai-video-editor,https://www.supercut.cc/support,
Leadline V3,2026-8-15,https://www.producthunt.com/products/leadline-v3,https://leadline.dev,First Useful Buyer Signal,Official website founder-role or founded-by evidence,support@leadline.dev,https://leadline.dev; https://www.producthunt.com/products/leadline-v3,https://leadline.dev/support; https://leadline.dev/use-cases/sales-teams,
Leafy,2026-8-15,https://www.producthunt.com/products/leafy-vocabulary-builder-for-mac,https://leafyapp.uk,Jtobin,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/leafy-vocabulary-builder-for-mac,https://leafyapp.uk/about; https://leafyapp.uk/help,No qualifying public business/contact email was found on the crawled official-site pages.
Vidaya,2026-8-16,https://www.producthunt.com/products/vidaya,https://vidaya.ai,Venkata Ramana Duddu; Kevin Amrelle,Product Hunt public launch-team/maker names; founder title not independently verified,support@vidaya.ai,https://www.producthunt.com/products/vidaya,https://vidaya.ai/contact; https://vidaya.ai/about; https://vidaya.ai/team,
Chert,2026-8-16,https://www.producthunt.com/products/chert,https://www.trychert.com/facetime,Ian Fong; Gary Gao,Product Hunt public launch-team/maker names; founder title not independently verified,contact@trychert.com,https://www.producthunt.com/products/chert,https://www.trychert.com/contact,
Blume,2026-8-16,https://www.producthunt.com/products/blume-3,https://useblume.dev/,Hayden Bleasel,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/blume-3,https://useblume.dev/,No qualifying public business/contact email was found on the crawled official-site pages.
Expeditione,2026-8-16,https://www.producthunt.com/products/expeditione,https://expeditione.fun,Not publicly identified in the captured Product Hunt page or official-site pages,No founder name found,,https://www.producthunt.com/products/expeditione,https://expeditione.fun,No qualifying public business/contact email was found on the crawled official-site pages.
Vaaya,2026-8-16,https://www.producthunt.com/products/vaaya,https://vaaya.ai,Apoorv Khanna; Nakul Kelkar,Product Hunt public launch-team/maker names; founder title not independently verified,hello@vaaya.ai,https://www.producthunt.com/products/vaaya,https://vaaya.ai/about,
AirAlarm,2026-8-16,https://www.producthunt.com/products/airalarm,https://kaedeeeeeeeeee.github.io/AirAlarm/,張詩楓（カエデエエエ）,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/airalarm,https://kaedeeeeeeeeee.github.io/AirAlarm/,No qualifying public business/contact email was found on the crawled official-site pages.
CostLogic,2026-8-16,https://www.producthunt.com/products/costlogic,https://www.costlogic.co,Dylan Sorensen; Micah Putman,Product Hunt public launch-team/maker names; founder title not independently verified,support@costlogic.co; dylan@costlogic.co; micah@costlogic.co,https://www.producthunt.com/products/costlogic,https://costlogic.co/about; https://costlogic.co/login?redirectedFrom=%2Fcompany; https://costlogic.co/login?redirectedFrom=%2Fhelp,
Make it RAIN,2026-8-16,https://www.producthunt.com/products/make-it-rain-3,https://makeitrainapp.com,Free Standard; Brief Pet,Official website founder-role or founded-by evidence,,https://makeitrainapp.com; https://www.producthunt.com/products/make-it-rain-3,https://makeitrainapp.com,No qualifying public business/contact email was found on the crawled official-site pages.
Mac Developer Bridge,2026-8-16,https://www.producthunt.com/products/mac-developer-bridge,https://github.com/alexanderradahl/mac-developer-bridge,Alexander Benz,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/mac-developer-bridge,https://support.github.com/request/landing; https://github.com/contact-us; https://github.com/about; https://github.com/about-us; https://github.com/team; https://github.com/company; https://github.com/enterprise/premium-support,No qualifying public business/contact email was found on the crawled official-site pages.
Interview Agent by NexI,2026-8-16,https://www.producthunt.com/products/interview-agent-by-nexi,https://prescreen.talentarbor.ai/,Yashwanth Devavarapu,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/interview-agent-by-nexi,https://prescreen.talentarbor.ai/contact; https://prescreen.talentarbor.ai/contact-us; https://prescreen.talentarbor.ai/about; https://prescreen.talentarbor.ai/about-us; https://prescreen.talentarbor.ai/team; https://prescreen.talentarbor.ai/company; https://prescreen.talentarbor.ai/support; https://prescreen.talentarbor.ai/help,No qualifying public business/contact email was found on the crawled official-site pages.
Assetli.app,2026-8-16,https://www.producthunt.com/products/assetli-app,https://assetli.app,Ondřej Smutný,Product Hunt public launch-team/maker names; founder title not independently verified,info@assetli.app,https://www.producthunt.com/products/assetli-app,https://assetli.app/contact; https://assetli.app/about,
Scaloom,2026-8-16,https://www.producthunt.com/products/scaloom,https://scaloom.com,Lionel Lakson,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/scaloom,https://scaloom.com/contact; https://scaloom.com/contact-us; https://scaloom.com/about; https://scaloom.com/about-us; https://scaloom.com/team; https://scaloom.com/company; https://scaloom.com/support; https://scaloom.com/help,No qualifying public business/contact email was found on the crawled official-site pages.
Harbor ATS/CRM,2026-8-16,https://www.producthunt.com/products/harbor-ats-crm,https://findharbor.com,Kelly Burke,Official website founder-role or founded-by evidence,,https://findharbor.com; https://www.producthunt.com/products/harbor-ats-crm,https://findharbor.com/support,No qualifying public business/contact email was found on the crawled official-site pages.
"Matimo™ Workbench, Studio & Governance",2026-8-16,https://www.producthunt.com/products/matimo-workbench-studio-governance,https://matimo.ai,Sajesh,Product Hunt public launch-team/maker names; founder title not independently verified,admin@acme.com; sales@roaiq.com,https://www.producthunt.com/products/matimo-workbench-studio-governance,https://matimo.ai/team; https://matimo.ai/help,Email domain differs from the Product Hunt-listed site domain; verify parent-company relationship.
Fabbit,2026-8-16,https://www.producthunt.com/products/fabbit,https://fabbit.io/,CMO Agency Other,Official website founder-role or founded-by evidence,,https://fabbit.io/; https://www.producthunt.com/products/fabbit,https://fabbit.io/contact/; https://fabbit.io/contact-us/; https://fabbit.io/about-us/,No qualifying public business/contact email was found on the crawled official-site pages.
Yap - Voice Diary,2026-8-16,https://www.producthunt.com/products/yap-voice-diary,https://yapdaily.com,Martin Dimitrov,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/yap-voice-diary,https://yapdaily.com,Official-site crawl status: no_url No qualifying public business/contact email was found on the crawled official-site pages.
Omni by xpander,2026-8-17,https://www.producthunt.com/products/omni-by-xpander,https://chat.xpander.ai/?utm_source=producthunt&utm_medium=producthunt&utm_campaign=producthunt,Jessica Anna James; Moriel Pahima; David Twizer,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/omni-by-xpander,https://chat.xpander.ai/contact; https://chat.xpander.ai/contact-us; https://chat.xpander.ai/about; https://chat.xpander.ai/about-us; https://chat.xpander.ai/team; https://chat.xpander.ai/company; https://chat.xpander.ai/support; https://chat.xpander.ai/help,No qualifying public business/contact email was found on the crawled official-site pages.
Vendo,2026-8-17,https://www.producthunt.com/products/vendo,https://vendo.run,Yousef Helal; Nour Zahzah,Product Hunt public launch-team/maker names; founder title not independently verified,founders@vendo.run,https://www.producthunt.com/products/vendo,https://console.vendo.run/login?plan=teams,
Meridian,2026-8-17,https://www.producthunt.com/products/meridian-16,https://meridiona.com,Kamal Bothra; Adithya harish; Akarsh Hegde,Product Hunt public launch-team/maker names; founder title not independently verified,company@meridiona.com,https://www.producthunt.com/products/meridian-16,https://meridiona.com,
Clears,2026-8-17,https://www.producthunt.com/products/clears,https://www.clears.ai/,Jonathan Maor; Daniel Nakash; Tzahi Mor,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/clears,https://www.clears.ai/,No qualifying public business/contact email was found on the crawled official-site pages.
Scholé Scenarios,2026-8-17,https://www.producthunt.com/products/schole-2,https://schole.ai,Abhinand Shibu; Paola Mejia; Güneş Ozgün,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/schole-2,https://schole.ai,No qualifying public business/contact email was found on the crawled official-site pages.
Treg,2026-8-17,https://www.producthunt.com/products/treg-openrouter-for-tools,https://treg.to,Taus; SToneX; Unclecode,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/treg-openrouter-for-tools,https://treg.to/contact; https://treg.to/support; https://treg.to/help,No qualifying public business/contact email was found on the crawled official-site pages.
Skriptr,2026-8-17,https://www.producthunt.com/products/skriptr,https://skriptr.ai,Erlend Borsholm; Casper Kristoffersen; Preben Andersen,Product Hunt public launch-team/maker names; founder title not independently verified,support@skriptr.ai,https://www.producthunt.com/products/skriptr,https://skriptr.ai/contact; https://skriptr.ai/about,
OpenTrade,2026-8-17,https://www.producthunt.com/products/opentrade,https://github.com/OpenTradeOSS/OpenTrade,Viraat Das; Pranav Nair,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/opentrade,https://support.github.com/request/landing; https://github.com/contact-us; https://github.com/about; https://github.com/about-us; https://github.com/team; https://github.com/company; https://github.com/enterprise/premium-support,No qualifying public business/contact email was found on the crawled official-site pages.
Startup Program by Recall.ai,2026-8-17,https://www.producthunt.com/products/recall-ai,https://recall.ai,Adil Aijaz,Official website founder-role or founded-by evidence,support@recall.ai,https://recall.ai; https://www.producthunt.com/products/recall-ai,https://www.recall.ai/product/meeting-bot-api/microsoft-teams; https://www.recall.ai/product/microsoft-teams-recording-api; https://www.recall.ai/product/microsoft-teams-transcription-api,
Talentz,2026-8-17,https://www.producthunt.com/products/talentz,https://talentz.ai,Muhammed Shaphy; Muhammed Shaphy Muhammed Shaphy,Official website founder-role or founded-by evidence,support@talentz.ai,https://talentz.ai; https://www.producthunt.com/products/talentz,https://www.talentz.ai/contact; https://www.talentz.ai/about,
Hansel by Seedling,2026-8-17,https://www.producthunt.com/products/hansel-by-seedling,https://github.com/SeedlingIO/hansel-releases,Amanda Phillips; Kemone Phillips,Product Hunt public launch-team/maker names; founder title not independently verified,security@wicked-crumbs.com,https://www.producthunt.com/products/hansel-by-seedling,https://support.github.com/request/landing; https://github.com/contact-us; https://github.com/about; https://github.com/about-us; https://github.com/team; https://github.com/company; https://github.com/enterprise/premium-support,Email domain differs from the Product Hunt-listed site domain; verify parent-company relationship.
Bulbthings,2026-8-17,https://www.producthunt.com/products/bulbthings,https://bulbthings.com/free-forever,Flora Magot; Florian Tigoulet; Leslie Depond,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/bulbthings,https://bulbthings.com/contact; https://bulbthings.com/contact-us; https://bulbthings.com/about; https://bulbthings.com/about-us; https://bulbthings.com/team; https://bulbthings.com/company; https://bulbthings.com/support; https://bulbthings.com/help,No qualifying public business/contact email was found on the crawled official-site pages.
TinyFish,2026-8-17,https://www.producthunt.com/products/tinyfish-2,https://www.tinyfish.ai/,Anirudh Manjesh,Official website founder-role or founded-by evidence,,https://www.tinyfish.ai/; https://www.producthunt.com/products/tinyfish-2,https://www.tinyfish.ai/about,No qualifying public business/contact email was found on the crawled official-site pages.
Blender Agent Bridge,2026-8-17,https://www.producthunt.com/products/blender-agent-bridge,https://github.com/CallMeJones/blender-agent-bridge,CallMeJones,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/blender-agent-bridge,https://support.github.com/request/landing; https://github.com/contact-us; https://github.com/about; https://github.com/about-us; https://github.com/team; https://github.com/company; https://github.com/enterprise/premium-support; https://github.com/CallMeJones/blender-agent-bridge/blob/main/SUPPORT.md,No qualifying public business/contact email was found on the crawled official-site pages.
envfix,2026-8-17,https://www.producthunt.com/products/envfix,https://github.com/gokhanozgezer/envfix,Gokhan Ozgezer,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/envfix,https://support.github.com/request/landing; https://github.com/contact-us; https://github.com/about; https://github.com/about-us; https://github.com/team; https://github.com/company; https://github.com/enterprise/premium-support,No qualifying public business/contact email was found on the crawled official-site pages.
Taku AI,2026-8-18,https://www.producthunt.com/products/taku-ai,https://taku.ai,Emily L; Austin Z,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/taku-ai,https://taku.ai,No qualifying public business/contact email was found on the crawled official-site pages.
Clara AI SDR,2026-8-18,https://www.producthunt.com/products/clara-ai-sdr,https://clarasdr.ai/,Hari Govind; Hemantha Vijay; Bhavya Sree,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/clara-ai-sdr,https://clarasdr.ai/,No qualifying public business/contact email was found on the crawled official-site pages.
Superflow AI,2026-8-18,https://www.producthunt.com/products/superflow-webflow-plugin-for-revisions,https://usesuperflow.ai,Mihir; Samarth Goel; Mayank Pagar,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/superflow-webflow-plugin-for-revisions,https://usesuperflow.ai/user-persona/qa-teams,No qualifying public business/contact email was found on the crawled official-site pages.
ElevenLabs MCP in Claude,2026-8-18,https://www.producthunt.com/products/elevenlabs-mcp-2,https://claude.ai/directory/elevenlabs,Not publicly identified in the captured Product Hunt page or official-site pages,No founder name found,,https://www.producthunt.com/products/elevenlabs-mcp-2,https://claude.ai/directory/elevenlabs,No qualifying public business/contact email was found on the crawled official-site pages.
Hubble,2026-8-18,https://www.producthunt.com/products/hubble-11,https://hubble.ai,Aaron; Prabha Dublish,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/hubble-11,https://hubble.ai,No qualifying public business/contact email was found on the crawled official-site pages.
Shepherd Terminal,2026-8-18,https://www.producthunt.com/products/shepherd-terminal-designed-for-agent,https://sheperd.kojunseo.link/,Junseo (Chato) Ko,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/shepherd-terminal-designed-for-agent,https://sheperd.kojunseo.link/,No qualifying public business/contact email was found on the crawled official-site pages.
The AI Platform,2026-8-18,https://www.producthunt.com/products/the-ai-platform,https://theaiplatform.app/,Bill Watson; DongYun Kang; Néstor,Product Hunt public launch-team/maker names; founder title not independently verified,sales@zephyr-cloud.io,https://www.producthunt.com/products/the-ai-platform,https://theaiplatform.app/contact; https://theaiplatform.app/contact-us; https://theaiplatform.app/about; https://theaiplatform.app/about-us; https://theaiplatform.app/team; https://theaiplatform.app/company; https://theaiplatform.app/support; https://theaiplatform.app/help,Email domain differs from the Product Hunt-listed site domain; verify parent-company relationship.
Finch,2026-8-18,https://www.producthunt.com/products/finch-6,https://finchhealth.co,Victor @ Bluera; Isaac Cerecke; Bluera,Product Hunt public launch-team/maker names; founder title not independently verified,contact@bluera.ai,https://www.producthunt.com/products/finch-6,https://finchhealth.co/contact; https://finchhealth.co/contact-us; https://finchhealth.co/about; https://finchhealth.co/about-us; https://finchhealth.co/team; https://finchhealth.co/company; https://finchhealth.co/support; https://finchhealth.co/help,Email domain differs from the Product Hunt-listed site domain; verify parent-company relationship.
Reckon,2026-8-18,https://www.producthunt.com/products/reckon,https://roland.leth.ro/projects/reckon,Roland Leth,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/reckon,https://roland.leth.ro/projects/reckon,No qualifying public business/contact email was found on the crawled official-site pages.
AirBuddy 3,2026-8-18,https://www.producthunt.com/products/airbuddy-2,https://airbuddy.app,Guilherme Rambo,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/airbuddy-2,https://support.airbuddy.app/,No qualifying public business/contact email was found on the crawled official-site pages.
Tiny Funnel,2026-8-18,https://www.producthunt.com/products/tiny-funnel,https://tiny-funnel.com/,Oli Woods,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/tiny-funnel,https://tiny-funnel.com/about,No qualifying public business/contact email was found on the crawled official-site pages.
Atlas by WorkOS,2026-8-18,https://www.producthunt.com/products/workos,https://www.workos.com,Arvid Lunnemark; Bryant Chou; Daniel Marashlian; Pete Hamilton; Brennan Spellacy,Official website founder-role or founded-by evidence,hello@workos.com; sales@workos.com; support@workos.com,https://www.workos.com; https://www.producthunt.com/products/workos,https://workos.com/contact; https://workos.com/about; https://workos.com/support-plans,
Dates by Agenda Hero,2026-8-18,https://www.producthunt.com/products/dates-by-agenda-hero,https://agendahero.com/,Dave Kelly; Tim Walling; Imgard Bonheur,Product Hunt public launch-team/maker names; founder title not independently verified,support@agendahero.com,https://www.producthunt.com/products/dates-by-agenda-hero,https://agendahero.com/,
monolog,2026-8-18,https://www.producthunt.com/products/monolog-2,https://monolog.ing,monolog,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/monolog-2,https://monolog.ing/contact; https://monolog.ing/contact-us; https://monolog.ing/about; https://monolog.ing/about-us; https://monolog.ing/team; https://monolog.ing/company; https://monolog.ing/support; https://monolog.ing/help,No qualifying public business/contact email was found on the crawled official-site pages.
Open Index,2026-8-18,https://www.producthunt.com/products/open-brain,https://github.com/DrDroidLab/open-index,Siddarth Jain,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/open-brain,https://support.github.com/request/landing; https://github.com/contact-us; https://github.com/about; https://github.com/about-us; https://github.com/team; https://github.com/company; https://github.com/enterprise/premium-support,No qualifying public business/contact email was found on the crawled official-site pages.
CrewTower,2026-8-18,https://www.producthunt.com/products/crew-tower,https://crewtower.app,Said Altan,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/crew-tower,https://crewtower.app,No qualifying public business/contact email was found on the crawled official-site pages.
NudgeForMe,2026-8-1,https://www.producthunt.com/products/nudgeforme,https://nudgeforme.com/,Ali Nagi; Chitresh Singh; Rohan Chaubey,Product Hunt public launch-team/maker names; founder title not independently verified,hello@nudgeforme.com,https://www.producthunt.com/products/nudgeforme,https://nudgeforme.com/,
AgentMicro,2026-8-1,https://www.producthunt.com/products/agentmicro,https://agentmicro.cc,Andy,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/agentmicro,https://agentmicro.cc/contact; https://agentmicro.cc/contact-us; https://agentmicro.cc/about; https://agentmicro.cc/about-us; https://agentmicro.cc/team; https://agentmicro.cc/company; https://agentmicro.cc/support; https://agentmicro.cc/help,No qualifying public business/contact email was found on the crawled official-site pages.
Yamanote 3D,2026-8-1,https://www.producthunt.com/products/yamanote-3d,https://yamanote-3d.com,Bruno Paiva,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/yamanote-3d,https://yamanote-3d.com/about; https://yamanote-3d.com/about.html,No qualifying public business/contact email was found on the crawled official-site pages.
